EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
016008605,ALFRED WILLIAMS & KATE J ANTHONY TRUST 255,% KEY TRUSE CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,195902,1,04,350030324,2,01,202408,5,3,00,1,08,626764,61774,,,255
016008606,ALFRED & KATE J ANTHONY TR 256,% KEYBANK N A,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,195902,1,04,030000000,2,01,202408,4,3,00,1,08,300304,39201,,,
016008614,GEORGE M BRIGGS FUND TRUST-248,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,195804,1,04,059000000,2,01,202408,5,4,00,1,08,874019,226282,,,
016008640,HARRIET & FRED POMEROY SCHOLARSHIP FUND 10-10-123-0016660,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199303,1,04,040000000,2,01,202406,4,2,00,1,06,243595,22166,,,GRADUATE STUDY IN BIOLOGY
016008813,FRED W SANBORN TRUST UW,% KEY TRUST CO,PO BOX 10099,TOLEDO,OH,43699-0099,0000,03,3,1000,197209,1,04,561000000,2,01,202408,5,5,00,1,08,966474,553606,,Q113,10-10-120-0038080
016010129,JAMES ALBERT GAMMANS FUND,% KEY TRUST CO OF MAINE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197206,0,00,909000000,6,12,202404,3,1,00,1,04,91370,9095,,,
016010139,ALFRED W JOHNSON TRUST DEPOSITORS TR CO TRUSTEE NECT,% KEY TRUST COMPANY,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197206,0,00,909000000,2,12,202404,2,1,00,1,04,15081,1875,,,
016010153,JAMES P NICHOLS TR,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,3,00,1,04,337213,76298,,,
016010158,CHARLES C CUNNNGHAM TRUST NECT,% KEYBANK N A TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,3,00,1,04,274777,41574,,,
016010161,WILLIAM FARWELL TRUST NECT,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197208,0,00,909000000,2,12,202404,6,4,00,1,04,1201206,412164,,,
016010163,CHARLES W FREDERICK TR FBO WCGH UW 10 0026740,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,3,00,1,04,490933,80949,,,
016010164,LENA P FREDERICK TRUST FUND NECT 10-10-123-0019220,% KPB,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197206,0,00,909000000,6,12,202404,5,3,00,1,04,506115,56991,,,
016010165,WILLIAM F BEAN TR C/O KEY BK TR DEPT,% KEY BANK TR DEPT,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,928000000,6,12,202404,4,2,00,1,04,153072,23233,,,
016010184,OSCAR WILKINS SCHOLARSHIP TR FUND,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,2,12,202404,2,1,00,1,04,11005,2657,,,
016010190,MEDORA C ROBERTS TRUST B,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,2,2,00,1,04,21924,21635,,,
016010519,NETTIE F HASKELL TRUST,% KEYBANK N A TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,4,00,1,04,205999,222216,,,
016019700,ADOLPHE & ANTOINETTE GINGRAS SCHOLARSHIP TRUST 35-1700214000,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,2,12,202404,1,1,00,1,04,2072,3242,,,
016019960,LINCOLN WALTON TR,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197708,1,04,909000000,6,12,202408,6,4,00,1,08,1038558,133455,,,
016020665,MARY L TALBOT TRUST FBO VINAL HAVENS ET AL NECT,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,3,2,00,1,04,90745,15501,,,
016021430,ARTHUR C BUNKER TRUST UW,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202412,6,4,00,1,12,1328739,249479,,,
016026835,CAROLINE F DUNTON SCHOLARSHIP FUND KEY TRUST CO OF MAINE TTEE,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,2,12,202408,3,2,00,1,08,86891,11747,,,
016027550,WILLIAM PHILBRICK IRREV TRUST C/O KEY BANK OF CENT ME TTEE,% KEY BANK OF CENT ME TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,2,12,202404,5,3,00,1,04,636267,50839,,,
016028696,H HAYES UW PUBLIC SERV TR,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197306,0,00,928000000,6,12,202312,3,1,00,1,12,43312,7263,,,
016029615,AMANDA V SMALL TRUST,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,3,00,1,04,143709,61796,,,
016030585,CHESTER A RICH TRUST UW PFDN,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197108,1,04,909000000,2,01,202405,2,1,00,1,05,10742,3490,,,
016030660,DELTA ZETA SORORITY,,202 E CHURCH ST,OXFORD,OH,45056-1320,0310,07,9,1000,194101,2,00,036000000,1,01,201006,1,2,02,0,06,,,,,ALPHA UPSILON CHAPTER
016031448,FRANCES E PERRY TR FUND NECT,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199805,1,04,040000000,2,01,202412,4,3,00,1,12,269672,30303,,B82Z,
016031452,JOHN W HIGGINS SCHOOL FUND TRUST NECT,% KEYBANK N A TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,91,0,1000,000000,0,00,000000000,0,12,202404,4,4,01,0,04,197597,105136,6519,,
016031453,JOHN W & FLORENCE S HIGGINS EDUCATIONAL FUND TRUST,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,5,4,00,1,04,641483,175004,,,
016033548,R CYNTHIA GUSHEE SCHOLARSHIP TRUST 10-10-216-0019300,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197012,0,00,909000000,6,12,202404,3,1,00,1,04,34853,5378,,,
016035550,EDWARD P CLARK TRUST,% KEYBANK N A,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199407,1,04,602000000,2,01,202412,7,6,00,1,12,6563715,1485550,,,DEPOSITORS TRUST CO TR
016035962,WASHBURN E WILLIAMS TRUST,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197401,1,04,928000000,2,01,202404,4,3,00,1,04,439877,61496,,,
016036292,PACK BEULAH SCHOLARSHIP 10-101160372820,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197408,0,04,928000000,6,12,202412,3,2,00,1,12,72023,10302,,,
016038180,VINNIE K Y WILSON TRUST 092071 BEN BOOTHBAY MEM LIBR ET AL,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202404,4,3,00,1,04,243033,47703,,,
016038182,ANASTASIA ANNETTE SCHNEIDER TRUST 011772 FBO VALDEMAR SEAMAN ET AL N,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197401,0,00,909000000,2,12,202404,3,2,00,1,04,99548,17838,,,11772
016038526,MARK E TURNER REVOCABLE CHARITABLE TRUST,% KEYBANK NA OH 01 49 0150,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197507,1,04,602903000,2,01,202411,5,4,00,1,11,910893,228321,,,
016038977,FRANK TUTTLE TRUST FBO FRIENDS CHURCH NECT,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197612,2,00,909000000,2,12,202406,4,2,00,1,06,197533,17922,,,
016039605,DAISY C MILLER TR FBO WALDO COUNTY GENERAL HOSPITAL 10 10 116 0019480,% DEPOSITORS TRUST CO TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197709,0,00,928000000,6,12,202405,4,2,00,1,05,161980,18227,,,
016040869,GORDON W DREW CHARITABLE TRUST 10-10-123-0019040,% KEY PRIVATE BANK,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197609,1,04,602000000,2,01,202404,4,3,00,1,04,322014,70318,,,
016041087,MARION B HERRSCHAFT TRUST UA NECT,% KEY TRUST,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197510,1,04,928000000,6,01,202412,5,3,00,1,12,503064,95210,,,
016044164,JOHN C ENK TRUST FBO CITY AND CHURCH,% KEYBANK,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199507,1,04,000000000,2,01,202412,5,3,00,1,12,670591,93523,,,
016044172,FLORENCE E DREW TRUST 10-10-123-0019020,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197609,1,04,602000000,2,01,202404,5,4,00,1,04,607157,124743,,T90Z,
016044615,HAROLD J OCONNELL IRREV CHARITABLE,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,198905,1,04,602000000,2,01,202412,4,3,00,1,12,405803,58302,,,
016046054,J MILES & ELEANOR R OWENS TR FBO AUGUSTA GEN HOSP 90574,% KEYBANK NA TRUSTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,197009,1,04,602000000,2,01,202404,5,4,00,1,04,824591,131697,,,90574
016047725,MARY S ENK TR NECT,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197607,0,00,909000000,6,12,202404,4,3,00,1,04,300018,44359,,,
016056431,JOHN C ENK CHAR RESIDUAL TRUST,% KEYBANK NATIONAL ASSOCIATION TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197708,0,00,909000000,2,12,202408,6,4,00,1,08,1676004,318536,,,
016057075,ANNA D STINSON TRUST,% KEY BANK OF E MAINE TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,197709,0,00,909000000,2,12,202404,3,2,00,1,04,97660,13696,,,
016059973,PIUS CORINE SIROIS TRUST U W O,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,0,1000,000000,0,00,000000000,0,12,202412,3,2,00,1,12,36206,12337,,,
016061508,RUTH I TURNER TR,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,198202,1,04,602000000,2,01,202408,5,4,00,1,08,763189,110660,,E22I,
016065594,DOROTHY AMES TR KEY TRUST CO OF MAINE TRUSTEE,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,000000,0,04,909000000,5,12,202408,5,4,00,1,08,513713,200589,,,
016067064,MARY E HIGGINS EDUCATIONAL TRUST,,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,92,3,1000,000000,0,00,909000000,6,12,202406,4,2,00,1,06,156098,16174,,,
016067146,BARKER MEMORIAL FUND 44-1700051000 10-101230022200,,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199407,1,04,602000000,2,01,202412,6,5,00,1,12,2937967,578290,,,
016068112,L CARL BEAN SCHOLARSHIP FUND,% KEY PRIVATE BANK,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,201109,1,04,040000000,2,01,202404,4,3,00,1,04,244400,28090,,B82,
016070062,AIMEE & FRANK MISHOU SCHOLARSHIP FUND 1702901000,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,198302,1,04,909000000,2,01,202404,4,3,00,1,04,444138,45927,,T20,
016072956,MARR CHARITY TRUST,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,000000,1,04,000000000,5,01,202408,5,3,00,1,08,567776,96755,,,
016075670,KENNETH B WYMAN TRUST UWO FBO AVIS L WYMAN,% KEY BANK CENTRAL MAINE TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199111,1,04,040043000,2,01,202404,4,2,00,1,04,144791,14997,,,
016076500,RICHARD S HUESTIS TRUST,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199203,1,04,602000000,2,01,202408,6,4,00,1,08,2122779,467183,,,
016078823,ARTHUR L BERRY TRUST-1985 KEY TRUST COMPANY-TTEE,% KEYBANK NATL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,000000,1,04,000000000,5,01,202408,4,3,00,1,08,433138,53697,,,
016078824,STANLEY-HIGGINS TRUST,% KEY TRUST COMPANY OF MAINE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2302,0000,03,3,1000,198612,1,04,040602000,2,01,202408,5,5,00,1,08,957432,644345,,,
016079292,MONA A TRACY TRUST 8-15-85 KEY TRUST COMPANY OF MAINE TTEE,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,198701,1,04,000000000,5,01,202408,3,1,00,1,08,99086,7962,,,
016079294,ARTHUR ALBERT SMITH MEMORIAL FUND TRUST,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2302,0000,03,3,1000,000000,1,04,000000000,5,01,202408,4,3,00,1,08,311637,42636,,,
016084540,CAMDEN-ROCKPORT ANIMAL RESCUE TRUST,% KEYBANK NA,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,198808,1,04,913000000,2,01,202408,4,3,00,1,08,237581,26955,,,
016088406,HARRIETT RUTH MACKAY CHAR TR FBO VARIOUS ORGANIZATIONS,% KEY BANK,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199003,1,04,350000000,2,01,202408,4,3,00,1,08,468254,42479,,,
016090916,GLENDA M TAGGETT TR UW 4-25-88 FBO CENTRAL AROOS HUMANE SO,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,1,1000,199001,1,04,000000000,2,01,202411,4,2,00,1,11,116750,19774,,,
016109107,PHYLLIS H STIEGLER TR DTD 113090 FBO WELLESLEY COLLEGE ET AL,% KEY TRUST CO OF MAINE TTEE,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199206,1,04,040000000,2,01,202406,4,3,00,1,06,413160,38209,,,
016115928,LAWRENCE STANDISH SCHOLARSHIP TR UA 092992 FBO SCHOLARSHIPS,% KEYBANK NATIONAL ASSOC,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199308,1,04,040000000,2,01,202406,5,3,00,1,06,846790,80197,,B82Z,
016128257,JAMES A & BEATRICE D JACKSON TR UA 081193,% KEY TRUST CO OF ME,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199410,1,04,040000000,2,01,202406,6,4,00,1,06,1689985,264582,,B82Z,
016131036,JOHN & ELLEN BURNHAM EDUCATION TR,% KEY TRUST CO,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199509,1,04,040000000,2,01,202412,4,2,00,1,12,111860,15991,,B82Z,
016135476,N KATHLEEN BREWER & ERNESTINE E MCKAY SCHOLARSHIP FUND,% KEY TRUST COMPANY OF MAINE FID,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199602,1,04,040000000,2,01,202310,4,3,00,1,10,358429,43820,,B99Z,
016180976,HANDLEY TIPTON TR,% HUNTINGTON NATIONAL BANK FID,PO BOX 1558,COLUMBUS,OH,43216-1558,0000,92,0,1000,000000,0,00,000000000,0,12,202412,4,4,00,1,12,358166,221469,,,
016208029,TESDAHL CHARITABLE REMAINDER TR UW FBO CHILDRENS FARM,% KEY BANK NATIONAL ASSOCIATION,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,200207,1,04,000000000,2,01,202412,4,4,00,1,12,319577,148132,,T20,
016233509,JAMES R & CATHERINE M GAUNT FAMILY CHARITABLE FOUNDATION,% FIFTH THIRD BANK TTEE,PO BOX 630858,CINCINNATI,OH,45263-0858,0000,03,3,1000,200603,1,04,000000000,2,01,202412,4,4,00,1,12,453878,138457,,T20,
016239700,PM LABOR GROUP VEBA TR,% PETE MILLER,PO BOX 248,MIDDLEFIELD,OH,44062-0248,0000,09,3,1000,200712,2,00,000000000,2,01,202412,4,4,01,0,12,324539,196478,196478,Y43,MILLER PETER TTEE
016242128,EUCLID-HITACHI HOURLY RETIREES WELFARE PLAN VEBA TRUST,,19520 NOTTINGHAM RD,CLEVELAND,OH,44110-2730,0000,09,3,1000,200709,2,00,000000000,2,01,202312,6,4,01,0,12,1107681,180532,31105,Y43,LORENZO RUDY TTEE
020009486,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% LARRY BAIR,310 COUNTY ROAD 30A,JEROMESVILLE,OH,44840-9662,0239,04,9,3000,194012,2,00,911520000,5,01,202406,0,0,02,0,06,0,0,0,,5213 JEROMESVILLE
020103680,AMERICAN GUERNSEY ASSOCIATION,,1224 ALTON DARBY CREEK RD,COLUMBUS,OH,43228-9812,0000,05,1,1000,195410,2,00,161180059,1,01,202212,4,5,01,0,12,236285,526833,526833,,
020348593,EPSILON CHI HOUSE CORP,% VICKY FRAZER FOGG,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0000,07,3,1000,199605,2,00,036000000,1,01,202406,0,0,02,0,06,0,0,0,,
020500977,PUMPKIN HILL FOUNDATION,% FIFTH THIRD BANK AGENT,PO BOX 630858,CINCINNATI,OH,45263-0858,0000,03,3,1000,199807,1,04,602000000,5,01,202412,6,5,00,1,12,1176436,827438,,T20Z,
020528403,TWELVE RIVERS FOUNDATION,% JANE F HEALY,PO BOX 4857,STEUBENVILLE,OH,43952-8857,0000,03,3,1700,200207,1,15,000000000,1,01,202406,3,3,01,0,06,60608,94946,94946,P20,
020532115,RHEMA WORD CHRISTIAN FELLOWSHIP,% WILLIAM WALTER GAINEY,7373 WOODSHIRE LN,HOLLAND,OH,43528-9135,0000,03,3,7000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020533478,COMMON THREADS QUILT GUILD INC,,500 S GOULD RD,COLUMBUS,OH,43209-2221,0000,04,3,3000,200210,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N50,DAGUE BETH
020534833,ISADORE BINZER FUND,% KEY NATIONAL ASSOCIATION,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,200210,1,04,000000000,1,01,202412,7,6,00,1,12,6951359,2503736,,W12,KEY BANK NATIONAL ASSOCIATION TTEE
020535505,GREATER GRACE TEMPLE APOSTOLIC ORIGINAL CHURCH OF GOD INC,% MARGARET BARNETT,1255 FABER AVE,COLUMBUS,OH,43207-2646,0000,03,3,7000,201904,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020538073,REAL LIFE ASSEMBLY OF GOD,% MARTIN B HUFF,11460 SEBRING DR,CINCINNATI,OH,45240-2791,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,03,,,,,
020538638,NEW BIRTH MINISTRIES,% JOEY FERGUSON,245 NORTHLAND BLVD,CINCINNATI,OH,45246-3603,0000,03,3,7000,200403,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020541659,SRI SAI BABA TEMPLE SOCIETY OF OHIO,% Y P RAO,2596 LEWIS CENTER RD,LEWIS CENTER,OH,43035-6147,0000,03,3,7000,200207,1,10,000000000,1,01,202312,7,5,06,0,12,6251061,867391,867391,X70,
020543608,ERB ADULT FAMILY HOME INC,% EVE BEERRY,9711 STOUGHTON AVE,CLEVELAND,OH,44104-4659,0000,03,3,1000,200508,1,16,000000000,1,01,202412,3,4,01,0,12,51920,134400,134400,L20,
020543920,PUREBRED RESCUE ORGANIZATION OF OHIO INC,% LORI BLACKBURN,PO BOX 545,NEW ALBANY,OH,43054-0545,0000,03,3,1000,200204,1,15,000000000,1,01,202412,2,3,02,0,12,16552,37686,-4809,D20,
020548536,PEACEMAKERS INTERNATIONAL INC,% XSTEPHANIE WILLIAMS,6679 HENSCHEN CIR,WESTERVILLE,OH,43082-9137,0000,03,3,2000,200304,1,15,000000000,1,01,202312,5,3,01,0,12,608392,52445,52445,X21,
020555888,PROJECT MANAGEMENT INSTITUTE,% DEBORAH DUCMANAS,PO BOX 163611,COLUMBUS,OH,43216-3611,3735,06,9,2000,200104,0,00,000000000,5,01,202412,4,4,01,0,12,484005,196667,196667,,CENTRAL OHIO CHAPTER
020572658,CAREY COMMUNITY FEST,% LINDA NIEDERKOHR,PO BOX 37,CAREY,OH,43316-0037,0000,04,3,3000,200402,2,00,000000000,1,01,202312,3,3,01,0,12,47441,83446,83446,N52,
020573236,RBA BAKERY FOUNDATION,% PAUL SAPIENZA,30628 DETROIT ROAD 290,WESTLAKE,OH,44145-5844,0000,03,3,1000,200209,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B30,
020575675,KAPPA KAPPA GAMMA FRATERNITY INC,,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0894,07,9,1000,194510,2,00,059036040,5,01,202406,0,0,02,0,06,0,0,0,,RARITAN VALLEY ALUMNAE ASSOCIATION
020577826,BREC-SELECT INC,% MICHAEL L SIMS,3888 STILLWELL BECKETT RD,OXFORD,OH,45056-9115,0000,12,3,1000,200212,2,00,000000000,1,01,202312,0,0,02,0,12,0,0,0,Y22,
020577858,CAMP HERITAGE INC,% GEORGE H FOREMAN JR,PO BOX 583,ATHENS,OH,45701-0583,0000,03,3,1200,201405,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
020580058,THE COLUMBUS PARTNERSHIP,% ALEX SHUMATC,150 S FRONT ST STE 200,COLUMBUS,OH,43215-7107,0000,03,3,1000,200303,1,15,000000000,1,01,202312,7,7,01,0,12,8516520,9362677,9362677,S31,
020585977,VALLEY VIEW FOUNDATION,% DAVID LILES,790 GARFIELD AVE,MILFORD,OH,45150-1608,0000,03,3,1200,200206,1,15,000000000,1,01,202312,6,4,01,0,12,4848913,199319,163657,C27,
020595200,AGING SOLUTIONS FOR CENTRAL OHIO INC,% DAVID ANDERSON,3776 S HIGH ST,COLUMBUS,OH,43207-4012,0000,03,3,1000,200207,1,04,000000000,1,01,202412,4,3,00,3,12,125521,54960,,P81,
020596263,FREDERICKTOWN FREE WILL BAPTIST CHURCH,% DONNA BOGGS,102 COLUMBUS RD,FREDERICKTOWN,OH,43019-1217,0000,03,3,7000,200712,1,10,000000000,1,01,201212,0,0,06,0,12,,,,X20,
020599877,ALLIANCE BELIEVERS CENTER INCORPORATED,% HARVEY MEHAFFIE,735 MILNER ST,ALLIANCE,OH,44601-4105,0000,03,3,7000,200305,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X20,
020600880,AMVETS,% MONTE L RENTZ,2250 PATTERSON RD,DAYTON,OH,45420-3061,0838,19,9,1000,194505,1,00,000000000,5,01,202412,5,5,01,0,12,606761,819375,819375,,2003 OH POST
020605448,THE OHIO STATE UNIVERSITY,% BRENDA DOSTER,503 FAIRGROUND DR,PAULDING,OH,45879-9275,5925,03,9,2000,201305,1,15,149349000,5,01,202412,0,0,02,0,12,0,0,0,O52,BLUE RIBBON WORKERS 4-H CLUB OF PAU
020607752,THE OHIO STATE UNIVERSITY,% JEFF AUSTIN,2750 HARDING HWY,LIMA,OH,45804-3434,5925,03,9,2000,201305,0,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,,HARROD LIVELY 4-H CLUB
020608237,MUSICAL ARTS ASSOCIATION OF KENSTON,% KENSTON HIGH SCHOOL,9500 BAINBRIDGE RD,CHAGRIN FALLS,OH,44023-2727,0000,03,3,1200,200303,1,15,000000000,1,01,202406,4,3,01,0,06,139359,85562,53616,B112,
020611246,OHIO SHAKESPEARE FESTIVAL,% TERRY T BURGLER,507 E CRAIN AVE,KENT,OH,44240-2607,0000,03,3,2000,200408,1,15,000000000,1,01,202312,4,4,01,0,12,172131,331866,326036,A65,
